moefSNo,state,protectedAreaName,protectedAreaType,notificationStatus,notificationDate,notificationSummary,notificationPdfLink,maps,notificationUploadDate,orderNumber,wikidataId,wikidataLabel,partOf,image,iucnCategory,locatedInAdminTerritorialEntity,coordinateLatitude,coordinateLongitude,significantPlace,heritageDesignation,area,officialWebsite,pageBanner,commonsCategory,osmRelationIds,enwikiUrl,matchConfidence
14,Andaman and Nicobar,Cuthbert Bay Wildlife,Wildlife Sanctuary,Draft,2017-09-06,14. S.O. 2939 (E) [06.09.2017] Draft Notification Declaring Eco Sensitive Zone around Cuthbert Bay Wildlife Sanctuary(1.74 MB) Andaman,https://moef.gov.in/uploads/2019/10/Cuthbert-Bay-Wildlife-Sanctuary-Andamans-Draft-sno-13.pdf,[],12/09/2017,S.O. 2939 (E),,,,,,,,,,,,,,,,,none
12,Andaman and Nicobar,Cuthbert Bay Sanctuary,Wildlife Sanctuary,Final,2019-02-27,12. S.O. 1042(E) [27.02.2019] Final Notification declaring Eco Sensitive Zone around Cuthbert Bay Sanctuary(1.78 MB),https://moef.gov.in/uploads/2018/12/cuterbert.pdf,[],05/10/2016,S.O. 1042(E),Q131632374,Cuthbert Bay Wildlife Sanctuary,,,IUCN category IV: Habitat/Species Management Area,Andaman and Nicobar Islands,12.709166666,92.968333333,,,,,,,,https://en.wikipedia.org/wiki/Cuthbert_Bay_Wildlife_Sanctuary,exact
15,Andaman and Nicobar,Saddle Peak National Park,National Park,Draft,2017-10-13,"15. S.O. 3328 (E) [13.10.2017] Draft Notification declaring Eco Sensitive Zone around Saddle Peak National Park(2.93 MB), Andaman & Nicobar",https://moef.gov.in/uploads/2017/06/saddle%20peak%20NP_1.pdf,[],,S.O. 3328 (E),Q775202,Saddle Peak National Park,,http://commons.wikimedia.org/wiki/Special:FilePath/Nth%20Andaman%20locale.png,IUCN category II: National Park,North and Middle Andaman district,13.15861111,93.00555556,,,32.54,,,,9282556,https://en.wikipedia.org/wiki/Saddle_Peak_National_Park,exact
13,Andaman and Nicobar,Saddle Peak National Park,National Park,Final,2018-05-11,"13. S.O. 1874(E) [11.05.2018] Final Notification declaring Eco Sensitive Zone around Saddle Peak National Park,(2.54 MB) Andaman and Nicobar Islands.",https://moef.gov.in/uploads/2019/08/saddle-peak.pdf,[],15/05/2018,S.O. 1874(E),Q775202,Saddle Peak National Park,,http://commons.wikimedia.org/wiki/Special:FilePath/Nth%20Andaman%20locale.png,IUCN category II: National Park,North and Middle Andaman district,13.15861111,93.00555556,,,32.54,,,,9282556,https://en.wikipedia.org/wiki/Saddle_Peak_National_Park,exact
16,Andaman and Nicobar,Mount harriet National Park,National Park,Draft,2018-02-26,"16. S.O. 799(E) [26.02.2018] Draft Notification declaring Eco Sensitive Zone aroundMount harriet National Park(4.72 MB), Andaman & Nicobar",https://moef.gov.in/uploads/2018/05/Mount-harriet.pdf,[],07/03/2016,S.O. 799(E),,,,,,,,,,,,,,,,,none
14,Andaman and Nicobar,Mount Harriet National Park,National Park,Final,2019-02-04,"14. S.O. 652(E) [04.02.2019] Final Notification declaring Eco Sensitive Zone around Mount Harriet National Park,(3.00 MB) S.O. No. 6014(E) [22.12.2022] Amendment in the Notification of Eco-sensitive Zone around Mount Harriet National Park, in the UT of Andaman and Nicobar Islands(1,254 KB), Andaman and Nicobar Islands",https://moef.gov.in/uploads/2018/12/mount-harriet.pdf,[],05/10/2016 and 22/12/2022,S.O. 652(E),,,,,,,,,,,,,,,,,none
17,Andaman and Nicobar,"Campbell Bay National Park, Andaman & Nicobar Islands",National Park,Draft,2020-10-28,"17. S.O. 3873(E) [28.10.2020] Draft Notification declaring Eco Sensitive Zone around Campbell Bay National Park, Andaman & Nicobar Islands. (23.00 KB)",https://moef.gov.in/uploads/2019/02/champbell.pdf,[],02/11/2020,S.O. 3873(E),,,,,,,,,,,,,,,,,none
15,Andaman and Nicobar,Mount Harriet National Park,National Park,Final,2021-03-12,"15. S.O.1193(E) [12.03.2021] Final Notification declaring Eco Sensitive Zone around Campbell Bay National Park(3.00 MB) , Andaman & Nicobar Islands.",https://moef.gov.in/uploads/2021/03/campbell.pdf,[],15/03/2021,S.O.1193(E),,,,,,,,,,,,,,,,,none
18,Andaman and Nicobar,"Galathea Bay National Park, Andaman & Nicobar Islands",National Park,Draft,2020-10-28,"18. S.O. 3874(E) [28.10.2020] Draft Notification declaring Eco Sensitive Zone around Galathea Bay National Park, Andaman & Nicobar Islands. (58 KB).",https://moef.gov.in/uploads/2019/02/galateea.pdf,[],02/11/2020,S.O. 3874(E),,,,,,,,,,,,,,,,,none
16,Andaman and Nicobar,"Galathea Bay National Park, Andaman & Nicobar Islands",National Park,Final,2021-03-12,"16. S.O.1194(E) [12.03.2021] Final Notification declaring Eco Sensitive Zone around Galathea Bay National Park, Andaman & Nicobar Islands. (86 KB).",https://moef.gov.in/uploads/2021/03/galathea.pdf,[],15/03/2021,S.O.1194(E),,,,,,,,,,,,,,,,,none
19,Andaman and Nicobar,Mahatma Gandhi Marine (Wandoor) National Park,National Park,Draft,2020-12-24,"19. S.O. 4694(E) [24.12.2020] Draft Notification declaring Eco Sensitive Zone around Mahatma Gandhi Marine (Wandoor) National Park, Andaman & Nicobar Islands(95 KB).",https://moef.gov.in/uploads/2020/12/mahatma-gandhi-marine-NP.pdf,[],28/12/2020,S.O. 4694(E),Q3364527,Mahatma Gandhi Marine National Park,Andaman Islands,http://commons.wikimedia.org/wiki/Special:FilePath/Jolly%20Boys%20Island%202010.jpg,IUCN category II: National Park,,11.57055556,92.65694444,,,281.5,,http://commons.wikimedia.org/wiki/Special:FilePath/Mahatma%20Gandhi%20Marine%20National%20Park%20%28cropped%29.jpg,Mahatma Gandhi Marine National Park,,https://en.wikipedia.org/wiki/Mahatma_Gandhi_Marine_National_Park,fuzzy
17,Andaman and Nicobar,Mahatma Gandhi Marine National Park,National Park,Final,2022-04-28,"17. S.O. 2020(E) [28.04.2022] Final Notification declaring Eco Sensitive Zone around Mahatma Gandhi Marine National Park, in the state of Andaman and Nicobar Islands(86 KB).",https://moef.gov.in/uploads/2021/08/Final-Notification-S-O-No-2020.pdf,[],28/04/2022,S.O. 2020(E),Q3364527,Mahatma Gandhi Marine National Park,Andaman Islands,http://commons.wikimedia.org/wiki/Special:FilePath/Jolly%20Boys%20Island%202010.jpg,IUCN category II: National Park,,11.57055556,92.65694444,,,281.5,,http://commons.wikimedia.org/wiki/Special:FilePath/Mahatma%20Gandhi%20Marine%20National%20Park%20%28cropped%29.jpg,Mahatma Gandhi Marine National Park,,https://en.wikipedia.org/wiki/Mahatma_Gandhi_Marine_National_Park,exact
20,Arunachal Pradesh,Kane Wildlife Sanctuary,Wildlife Sanctuary,Draft,2015-09-03,"20. S.O. 2535 [03.09.2015] Draft ESZ Notification on Kane Wildlife Sanctuary(7.54 MB), Arunachal Pradesh & Map(110.45 KB)",https://moef.gov.in/uploads/2017/06/S.O.%202535%20%20%5B03.09.2015%5D%20Draft%20ESZ%20Notification%20on%20Kane%20Wildlife%20Sanctuary%2C%20Arunachal%20Pradesh.pdf,[],28/09/2015,S.O. 2535,Q130974168,Kane Wildlife Sanctuary,,,IUCN category IV: Habitat/Species Management Area,Arunachal Pradesh,27.666666666,94.65,,,,,,,,https://en.wikipedia.org/wiki/Kane_Wildlife_Sanctuary,exact
18,Arunachal Pradesh,Kane Wildlife Sanctuary,Wildlife Sanctuary,Final,,"18. S.O. 1718(E) [08.04.2021/30.04.2021] Final Notification declaring Eco Sensitive Zone around Kane Wildlife Sanctuary,(10.55 KB) Arunachal Pradesh",https://moef.gov.in/uploads/2021/05/Kane-Notification.pdf,[],03/05/2021,S.O. 1718(E),Q130974168,Kane Wildlife Sanctuary,,,IUCN category IV: Habitat/Species Management Area,Arunachal Pradesh,27.666666666,94.65,,,,,,,,https://en.wikipedia.org/wiki/Kane_Wildlife_Sanctuary,exact
20,Arunachal Pradesh,Kane Wildlife Sanctuary,Wildlife Sanctuary,Draft,2020-06-09,"20. S.O. 1877(E) [09.06.2020] Draft Notification declaring Eco Sensitive Zone around Kane Wildlife Sanctuary,p(180.65 KB) Arunachal Pradesh Re-notification New",https://moef.gov.in/uploads/2019/10/kane.pdf,[],15/06/2020,S.O. 1877(E),Q130974168,Kane Wildlife Sanctuary,,,IUCN category IV: Habitat/Species Management Area,Arunachal Pradesh,27.666666666,94.65,,,,,,,,https://en.wikipedia.org/wiki/Kane_Wildlife_Sanctuary,exact
21,Arunachal Pradesh,Tale Wildlife Sanctuary,Wildlife Sanctuary,Draft,2015-09-17,"21. S.O. 2538 [17.09.2015] Draft ESZ Notification on Tale Wildlife Sanctuary(7.31 MB), Arunachal Pradesh & Map",https://moef.gov.in/uploads/2017/06/S.O.%202538%20%5B17.09.2015%5D%20Draft%20ESZ%20Notification%20on%20Tale%20Wildlife%20Sanctuary%2C%20Arunachal%20Pradesh_0.pdf,"[{""title"":""Map"",""link"":""https://moef.gov.in/uploads/2017/06/Map%20of%20Tale%20WLS_0.jpg""}]",28/10/2015,S.O. 2538,,,,,,,,,,,,,,,,,none
22,Arunachal Pradesh,Daying Ering Wildlife Sanctuary,Wildlife Sanctuary,Draft,2015-11-17,"22. S.O. 3101(E) [17.11.2015] Draft Notification declaring Eco Sensitive Zone around Daying Ering Wildlife Sanctuary(515.78 KB), Arunachal Pradesh",https://moef.gov.in/uploads/2017/06/DayingEring%20Wildlife%20Sanctuary%2C%20Arunachal%20Pradesh.pdf,[],,S.O. 3101(E),,,,,,,,,,,,,,,,,none
23,Arunachal Pradesh,Kamlang Wildlife Sanctuary,Wildlife Sanctuary,Draft,2023-11-10,"23. S.O. 4893(E) [10.11.2023] Re-Draft Notification declaring Eco Sensitive Zone around Kamlang Wildlife Sanctuary, (1,923 KB) in the state of Arunachal PradeshRe-notification New",https://moef.gov.in/uploads/2023/11/SO4893(E)-kamlang-redraft.pdf,[],28/11/2023,S.O. 4893(E),Q22231355,Kamlang Wildlife Sanctuary,,http://commons.wikimedia.org/wiki/Special:FilePath/Glao%20Glow%20Lake%201.jpg,IUCN category IV: Habitat/Species Management Area,Arunachal Pradesh,27.66666667,96.43333333,Wakro,,,http://arunachalforests.gov.in/kamlang_wildlife_sanctuary.html,,Kamlang Wildlife Sanctuary,,https://en.wikipedia.org/wiki/Kamlang_Wildlife_Sanctuary,exact
24,Arunachal Pradesh,Kamlang WLS,Wildlife Sanctuary,Draft,2018-05-23,24. S.O. 2050(E) [23.05.2018] Draft Notification declaring Eco Sensitive Zone around Kamlang WLS (746.17 KB)Arunachal Pradesh Re-notification New,https://moef.gov.in/uploads/2018/12/kamalang.pdf,[],25/05/2018,S.O. 2050(E),Q22231355,Kamlang Wildlife Sanctuary,,http://commons.wikimedia.org/wiki/Special:FilePath/Glao%20Glow%20Lake%201.jpg,IUCN category IV: Habitat/Species Management Area,Arunachal Pradesh,27.66666667,96.43333333,Wakro,,,http://arunachalforests.gov.in/kamlang_wildlife_sanctuary.html,,Kamlang Wildlife Sanctuary,,https://en.wikipedia.org/wiki/Kamlang_Wildlife_Sanctuary,exact
25,Arunachal Pradesh,Kamlang Tiger Reserve,Tiger Reserve,Draft,2022-05-02,"25. S.O. 2052(E) [02.05.2022] Re-Draft Notification declaring Eco Sensitive Zone around Kamlang Tiger Reserve, (746.17 KB) in the state of Arunachal Pradesh Re-notification New",https://moef.gov.in/uploads/2022/05/Published-Draft-Notification.pdf,[],05/05/2022,S.O. 2052(E),Q22231355,Kamlang Wildlife Sanctuary,,http://commons.wikimedia.org/wiki/Special:FilePath/Glao%20Glow%20Lake%201.jpg,IUCN category IV: Habitat/Species Management Area,Arunachal Pradesh,27.66666667,96.43333333,Wakro,,,http://arunachalforests.gov.in/kamlang_wildlife_sanctuary.html,,Kamlang Wildlife Sanctuary,,https://en.wikipedia.org/wiki/Kamlang_Wildlife_Sanctuary,exact
,Arunachal Pradesh,Kamlang Wildlife Sanctuary and Namdapha Tiger Reserve,Tiger Reserve,Final,2024-08-09,S.O. 3243(E) [09.08.2024] Final Notification declaring Eco Sensitive Zone around Kamlang Wildlife Sanctuary and Namdapha Tiger Reserve(3080 KB).Arunachal Pradesh.,https://moef.gov.in/uploads/pdf/kamlang_final.pdf,[],13/08/2024,S.O. 3243(E),,,,,,,,,,,,,,,,,none
26,Arunachal Pradesh,Namdapa Wildlife Sanctuary,Wildlife Sanctuary,Draft,2015-12-08,26. SO 3331(E)[08.12.2015] Draft notification declaring Eco-sensitive Zone around the Namdapa Wildlife Sanctuary (479.24 KB)in the state of Arunachal Pradesh & Map(288.45 KB),https://moef.gov.in/uploads/2017/06/SO%203331(E)%5B08.12.2015%5D%20Draft%20notification%20declaring%20Eco-sensitive%20Zone%20around%20the%20Namdapa%20%20Wildlife%20Sanctuary%20%20in%20the%20state%20of%20Arunachal%20Pradesh..pdf,[],30/12/2015,SO 3331(E),,,,,,,,,,,,,,,,,none
27,Arunachal Pradesh,Mehao Wildlife Sanctuary,Wildlife Sanctuary,Draft,2015-12-30,27. SO 3546(E)[30.12.2015] Draft notification declaring Eco-sensitive Zone around the Mehao Wildlife Sanctuary(1.22 MB) in the state of Arunachal Pradesh.,https://moef.gov.in/uploads/2017/06/SO%203546(E)%5B30.12.2015%5D%20Draft%20notification%20declaring%20Eco-sensitive%20Zone%20around%20the%20Mehao%20Wildlife%20Sanctuary%20%20in%20the%20state%20of%20Arunachal%20Pradesh..pdf,[],08/01/2015,SO 3546(E),Q107324541,Mehao Wildlife Sanctuary,,,IUCN category IV: Habitat/Species Management Area,Arunachal Pradesh,28.1575,95.94,,,,,,,,https://en.wikipedia.org/wiki/Mehao_Wildlife_Sanctuary,exact
28,Arunachal Pradesh,Mehao WLS,Wildlife Sanctuary,Draft,2018-02-22,"28. S.O. 772(E) [22.02.2018] Draft Notification declaring Eco Sensitive Zone around Mehao WLS(12 KB), Arunachal Pradesh Re-notification New",https://moef.gov.in/uploads/2019/08/mehao.pdf,[],05/03/2018,S.O. 772(E),Q107324541,Mehao Wildlife Sanctuary,,,IUCN category IV: Habitat/Species Management Area,Arunachal Pradesh,28.1575,95.94,,,,,,,,https://en.wikipedia.org/wiki/Mehao_Wildlife_Sanctuary,exact
29,Arunachal Pradesh,Mouling National Park,National Park,Draft,2016-02-23,"29. S.O. 572(E) [23.02.2016] Draft Notification declaring Eco sensitive Zone around Mouling National Park(773.56 KB), Arunachal Pradesh",https://moef.gov.in/uploads/2017/06/S.O.%20572(E)%20%5B23.02.2016%5D%20Draft%20Notification%20declaring%20Eco%20sensitive%20Zone%20around%20Mouling%20National%20Park%2C%20Arunachal%20Pradesh.pdf,[],04/03/2016,S.O. 572(E),Q3143047,Mouling National Park,,http://commons.wikimedia.org/wiki/Special:FilePath/Tragopan%20blythii01.jpg,IUCN category II: National Park,,28.58333333,94.86666667,,,,,,,,https://en.wikipedia.org/wiki/Mouling_National_Park,exact
19,Arunachal Pradesh,Mouling National Park,National Park,Final,2019-06-03,"19. S.O. 1918(E) [03.06.2019] Final Notification declaring Eco Sensitive Zone around Mouling National Park , (105 KB).Arunachal Pradesh.",https://moef.gov.in/uploads/2019/06/mouling.pdf,[],07/06/2019,S.O. 1918(E),Q3143047,Mouling National Park,,http://commons.wikimedia.org/wiki/Special:FilePath/Tragopan%20blythii01.jpg,IUCN category II: National Park,,28.58333333,94.86666667,,,,,,,,https://en.wikipedia.org/wiki/Mouling_National_Park,exact
30,Arunachal Pradesh,Mouling National Park,National Park,Draft,2018-05-25,"30. S.O. 2114(E) [25.05.2018] Draft Notification declaring Eco Sensitive Zone around Mouling National Park (7.24 MB)Arunachal Pradesh, Re-notification New",https://moef.gov.in/uploads/2018/05/mouling.pdf,[],30/05/2018,S.O. 2114(E),Q3143047,Mouling National Park,,http://commons.wikimedia.org/wiki/Special:FilePath/Tragopan%20blythii01.jpg,IUCN category II: National Park,,28.58333333,94.86666667,,,,,,,,https://en.wikipedia.org/wiki/Mouling_National_Park,exact
31,Arunachal Pradesh,Yordi Rabe Supse Wildlife Sanctuary,Wildlife Sanctuary,Draft,2016-02-19,"31. S.O. 568(E) [19.02.2016] Draft Notification declaring Eco sensitive Zone around Yordi Rabe Supse Wildlife Sanctuary(299.2 KB), Arunachal Pradesh",https://moef.gov.in/uploads/2017/06/S.O.%20568(E)%20%5B19.02.2016%5D%20Draft%20Notification%20declaring%20Eco%20sensitive%20Zone%20around%20Yordi%20Rabe%20Supse%20Wildlife%20Sanctuary%2C%20Arunachal%20Pradesh.pdf,[],04/03/2016,S.O. 568(E),Q130974183,Yordi Rabe Supse Wildlife Sanctuary,,,IUCN category IV: Habitat/Species Management Area,Arunachal Pradesh,29.016388888,95.208611111,,,,,,,,https://en.wikipedia.org/wiki/Yordi_Rabe_Supse_Wildlife_Sanctuary,exact
32,Arunachal Pradesh,Eagle Nest Wildlife Sanctuary,Wildlife Sanctuary,Draft,2016-08-05,"32. S.O. 2639(E) [05.08.2016] Draft notification declaring Eco Sensitive Zone around Eagle Nest Wildlife Sanctuary(483.01 KB), Arunachal Pradesh",https://moef.gov.in/uploads/2017/06/Eagle%20Nest%20Wildlife%20Sanctuary%2C%20Arunachal%20Pradesh.pdf,[],22/08/2016,S.O. 2639(E),,,,,,,,,,,,,,,,,none
20,Arunachal Pradesh,Eagle Nest Wildlife,Wildlife Sanctuary,Final,2020-08-28,"20. S.O. 2943(E) [ 28.08.2020] Final Notification declaring Eco Sensitive Zone around Eagle Nest Wildlife (98 KB)Sanctuary, Arunachal Pradesh",https://moef.gov.in/uploads/2019/02/Eagle-nest.pdf,[],31/08/2020,S.O. 2943(E),,,,,,,,,,,,,,,,,none
33,Arunachal Pradesh,Eagle Nest Wildlife Sanctuary,Wildlife Sanctuary,Draft,2019-08-23,"33. S.O. 3033(E) [23.08.2019] Draft Notification declaring Eco Sensitive Zone around Eagle Nest Wildlife Sanctuary ,(65 KB) Arunachal Pradesh. Re-notification New",https://moef.gov.in/uploads/2018/12/eagle-nest.pdf,[],28/08/2019,S.O. 3033(E),,,,,,,,,,,,,,,,,none
34,Arunachal Pradesh,Dibang Wildlife Sanctuary,Wildlife Sanctuary,Draft,2020-05-22,"34. S.O. 1614(E) [22.05.2020] Draft Notification declaring Eco Sensitive Zone around Dibang Wildlife Sanctuary(89 KB), Arunachal Pradesh",https://moef.gov.in/uploads/2019/10/dibang.pdf,[],27/05/2020,S.O. 1614(E),Q5272213,Dibang Wildlife Sanctuary,,,IUCN category IV: Habitat/Species Management Area,Arunachal Pradesh,29.047,95.79,,,,,,,,https://en.wikipedia.org/wiki/Dibang_Wildlife_Sanctuary,exact
21,Arunachal Pradesh,Dibang Wildlife Sanctuary,Wildlife Sanctuary,Final,2020-12-24,"21. S.O.4696(E) [24.12.2020] Final Notification declaring Eco Sensitive Zone around Dibang Wildlife Sanctuary, ,(1.32 MB) Arunachal Pradesh",https://moef.gov.in/uploads/2020/12/dibang.pdf,[],28/12/2020,S.O.4696(E),Q5272213,Dibang Wildlife Sanctuary,,,IUCN category IV: Habitat/Species Management Area,Arunachal Pradesh,29.047,95.79,,,,,,,,https://en.wikipedia.org/wiki/Dibang_Wildlife_Sanctuary,exact
35,Arunachal Pradesh,Sessa Orchid Wildlife Sanctuary,Wildlife Sanctuary,Draft,2023-08-22,"35. S.O. 3780(E) [22.08.2023] Draft Notification declaring Eco Sensitive Zone around Sessa Orchid(3,721 KB), Arunachal Pradesh",https://moef.gov.in/uploads/2023/11/ESZ-Draft-Sessa-Orchid-Sanctuary-Arunachal-pradesh.pdf,[],05/12/2023,S.O. 3780(E),Q15276427,Sessa Orchid Sanctuary,,http://commons.wikimedia.org/wiki/Special:FilePath/Coelogyne%20nitida.jpg,IUCN category IV: Habitat/Species Management Area,West Kameng district,27.2,92.5,,,100,,,,,https://en.wikipedia.org/wiki/Sessa_Orchid_Sanctuary,exact
30,Assam,Rajiv Gandhi Orang National Park,National Park,Draft,2015-09-22,"30. S.O. 2600 [22.09.2015] Draft ESZ Notification on Rajiv Gandhi Orang National Park[PDF],(9.76 MB) Assam & Map[PDF](365.73 KB)",https://moef.gov.in/uploads/2019/10/S.O.-2600-22.09.2015-Draft-ESZ-Notification-on-Rajiv-Gandhi-Orang-National-Park-Assam.pdf,[],6/11/2015,S.O. 2600,Q96401141,Rajiv Gandhi National Park,,,IUCN category II: National Park,Andhra Pradesh,14.726944444,78.560833333,,,,,,,,https://en.wikipedia.org/wiki/Rajiv_Gandhi_National_Park_(Rameswaram),fuzzy
36,Assam,Nameri Wildlife Sanctuary,Wildlife Sanctuary,Draft,2015-12-09,36. SO 3335(E)[09.12.2015] Draft notification declaring Eco-sensitive Zone around the Nameri Wildlife Sanctuary(1.58 MB) in the state of Assam& Map(126.08 KB),https://moef.gov.in/uploads/2017/06/SO%203335(E)%5B09.12.2015%5D%20Draft%20notification%20declaring%20Eco-sensitive%20Zone%20around%20the%20Nameri%20%20Wildlife%20Sanctuary%20in%20the%20state%20of%20Assam..pdf,[],30/12/2015,SO 3335(E),Q2989157,Nameri National Park,,http://commons.wikimedia.org/wiki/Special:FilePath/NAMERI%20NATIONAL%20PARK%20%2C%20ASSAM%2C%20INDIA%2C%20Wild%20Life.jpg,IUCN category II: National Park,Sonitpur district,27.01,92.79,Barpeta Road,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Nameri%20National%20Park%20banner.jpg,Nameri National Park,,https://en.wikipedia.org/wiki/Nameri_National_Park,exact
22,Assam,Nameri National Park and Sonai-Rupai Wildlife,National Park,Final,2020-10-27,"22. S.O. 3881(E) [ 27.10.2020] Final Notification declaring Eco Sensitive Zone around Nameri National Park and Sonai-Rupai Wildlife (78 KB) Sanctuary , Assam",https://moef.gov.in/uploads/2019/02/nameri.pdf,[],02/11/2020,S.O. 3881(E),,,,,,,,,,,,,,,,,none
37,Assam,Nameri National Park,National Park,Draft,2019-02-04,"37. S.O. 653(E) [04.02.2019] Draft notification declaring Eco-sensitive Zone around the Nameri National Park(9.76 MB), AssamRe-notification New",https://moef.gov.in/uploads/2018/12/nameri.pdf,[],08/02/2019,S.O. 653(E),Q2989157,Nameri National Park,,http://commons.wikimedia.org/wiki/Special:FilePath/NAMERI%20NATIONAL%20PARK%20%2C%20ASSAM%2C%20INDIA%2C%20Wild%20Life.jpg,IUCN category II: National Park,Sonitpur district,27.01,92.79,Barpeta Road,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Nameri%20National%20Park%20banner.jpg,Nameri National Park,,https://en.wikipedia.org/wiki/Nameri_National_Park,exact
38,Assam,Laokhowa-Burhachapori Wildlife Sanctuary,Wildlife Sanctuary,Draft,2015-11-27,"38. SO 3236(E)[27.11.2015] Draft notification declaring Eco-sensitive Zone around the Laokhowa-Burhachapori Wildlife Sanctuary (2.00 MB), Assam",https://moef.gov.in/uploads/2018/12/SO-3334E09.12.2015-Draft-notification-declaring-Eco-sensitive-Zone-around-the-Laokhowa-Burhachapori-Wildlife-Sanctuary-in-the-State-of-Assam.pdf,[],11/04/2016,SO 3236(E),,,,,,,,,,,,,,,,,none
39,Assam,Bherjan-Borajan Padumoni Wildlife Sanctuary,Wildlife Sanctuary,Draft,2015-12-09,39. SO 3334(E)[09.12.2015] Draft notification declaring Eco-sensitive Zone around the Bherjan-Borajan Padumoni Wildlife Sanctuary(4.1 MB) in the state of Assam,https://moef.gov.in/uploads/2017/06/SO%203334(E)%5B09.12.2015%5D%20Draft%20notification%20declaring%20Eco-sensitive%20Zone%20around%20the%20Bherjan-Borajan%20Padumoni%20Wildlife%20Sanctuary%20in%20the%20state%20of%20Assam.pdf,[],14/01/2016,SO 3334(E),,,,,,,,,,,,,,,,,none
40,Assam,Borajan-Bherjan-Padumoni Wildlife Sanctuary,Wildlife Sanctuary,Draft,2021-06-07,"40. S.O. 2181(E) [07.06.2021] Draft Notification declaring Eco Sensitive Zone around Borajan-Bherjan-Padumoni Wildlife Sanctuary ,Assam(9.76 MB), AssamRe-notification New",https://moef.gov.in/uploads/2021/06/berjan-borajan.pdf,[],14/06/2021,S.O. 2181(E),,,,,,,,,,,,,,,,,none
41,Assam,Amchang Wildlife Sanctuary,Wildlife Sanctuary,Draft,2016-03-21,"41. S.O.1166(E) [21.03.2016] Draft Notification declaring Eco sensitive Zone around Amchang Wildlife Sanctuary(1.06 MB), Assam",https://moef.gov.in/uploads/2017/06/Amchang%20Wildlife%20Sanctuary%2C%20Assam.pdf,[],11/04/2016,S.O.1166(E),Q19361617,Amchang Wildlife Sanctuary,,,IUCN category IV: Habitat/Species Management Area,Assam,26.18422,91.86213,,,78.64,,,,,https://en.wikipedia.org/wiki/Amchang_Wildlife_Sanctuary,exact
